name,asin,category,size_tier,weight_oz,cogs,target_margin,inbound_shipping,notes
BSCGRFT-PLIER-1PC-ITEM030280-GRAY,B0GWDFVSQ8,home,,,10.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM030280-GRAY."
BSCGRFT-PLIER-1PC-ITEM030175-ORANGE,B0GWCKBNJC,home,,,5.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM030175-ORANGE."
BSCGRFT-PLIER-1PC-ITEM030175-BLACK,B0GWC8HBRW,home,,,5.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM030175-BLACK."
BSCGRFT-PLIER-1PC-ITEM030163-ORANGE,B0GWCDX3HY,home,,,4.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM030163-ORANGE."
BSCGRFT-PLIER-1PC-ITEM030163-BLACK,B0GWCDJKG4,home,,,4.7,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-PLIER-1PC-ITEM030163-BLACK."
BSCGRFT-BUCKLE-1PC-ITEM01-MAGNET-ABS,B0GGF7TWJ3,home,,,2.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-BUCKLE-1PC-ITEM01-MAGNET-ABS."
BSCGRFT-BUCKLE-1PC-ITEM01-MAGNET-METAL,B0GGFBQ2NV,home,,,3.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: BSCGRFT-BUCKLE-1PC-ITEM01-MAGNET-METAL."
HJ-C1-50401201-P-ORANGE,B0H3MXTSL9,home,,,11.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: HJ-C1-50401201-P-ORANGE."
HJ-C1-50401201-P-BLACK,B0H3MLCTGH,home,,,11.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: HJ-C1-50401201-P-BLACK."
HJ-C1-50401201-P-BLUE,B0H3MSC1RN,home,,,11.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: HJ-C1-50401201-P-BLUE."
LANDINGNET-WOOD-01ELM-16.5INCH-NYLON NET,B0GLYS9RFL,home,,,7.5,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: LANDINGNET-WOOD-01ELM-16.5INCH-NYLON NET."
LANDINGNET-WOOD-01ELM-24INCH-NYLON NET,B0GLZ4823T,home,,,8.4,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: LANDINGNET-WOOD-01ELM-24INCH-NYLON NET."
LANDINGNET-WOOD-WALNUT-24INCH-PVC NET,B0GLZ2FZ7W,home,,,10.5,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: LANDINGNET-WOOD-WALNUT-24INCH-PVC NET."
LANDINGNET-WOOD-WALNUT&CHERRY-24-PVC NET,B0GLYNQB4V,home,,,12.1,30,0,"CIF seed 2026-07-18 — landed cost incl. freight (inbound_shipping set to 0). Size tier/weight NOT in Amazon export — using tool defaults, verify before trusting FBA fee estimate. Merchant SKU: LANDINGNET-WOOD-WALNUT&CHERRY-24-PVC NET."
